disk- -------------------reads------------------- -------------------writes------------------ ------IO------- -----timestamp-----
          total    merged     sectors          ms     total    merged     sectors          ms     cur     sec                 CST
nvme9n1    132699         0    16476902       81402  24335652         0   638144700    11912636       0   10498 2025-11-13 16:32:12
nvme8n1    129702         0    16069306      116609  24176911         0   638144700    14350730       0   12138 2025-11-13 16:32:12
nvme7n1    122258         0    15857809       85210  31698268         0   791642499    17780214       0   15484 2025-11-13 16:32:12
nvme6n1    118621         0    15716083       78536  30922726         0   791642499    31748562       0   21407 2025-11-13 16:32:12
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 16:32:17
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 16:32:17
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 16:32:17
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 16:32:17
nvme0n1       649         0       67548         803    323628         0    44799705      239777       0     159 2025-11-13 16:32:17
nvme1n1       718         0       76509         364    335290         0    44799705      106353       0      80 2025-11-13 16:32:17
nvme2n1      1456         0      266349         278    746105         0   126412080       72814       0      53 2025-11-13 16:32:17
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 16:32:17
nvme4n1    787241    195320   116518895      205022  13760780   5855913   343452908    12895978       0    4229 2025-11-13 16:32:17
nvme3n1      1483         0      273743         406    734737         0   126412080       91598       0      56 2025-11-13 16:32:17
nvme9n1    132699         0    16476902       81402  24335724         0   638145313    11912650       0   10498 2025-11-13 16:32:17
nvme8n1    129702         0    16069306      116609  24176985         0   638145313    14350744       0   12138 2025-11-13 16:32:17
nvme7n1    122258         0    15857809       85210  31698372         0   791643606    17780229       0   15484 2025-11-13 16:32:17
nvme6n1    118621         0    15716083       78536  30922833         0   791643606    31748577       0   21407 2025-11-13 16:32:17
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 16:32:22
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 16:32:22
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 16:32:22
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 16:32:22
nvme0n1       649         0       67548         803    323628         0    44799705      239777       0     159 2025-11-13 16:32:22
nvme1n1       718         0       76509         364    335290         0    44799705      106353       0      80 2025-11-13 16:32:22
nvme2n1      1456         0      266349         278    746105         0   126412080       72814       0      53 2025-11-13 16:32:22
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 16:32:22
nvme4n1    787241    195320   116518895      205022  13760782   5855914   343452932    12895989       0    4229 2025-11-13 16:32:22
nvme3n1      1483         0      273743         406    734737         0   126412080       91598       0      56 2025-11-13 16:32:22
nvme9n1    132699         0    16476902       81402  24335797         0   638145918    11912663       0   10498 2025-11-13 16:32:22
nvme8n1    129702         0    16069306      116609  24177055         0   638145918    14350756       0   12138 2025-11-13 16:32:22
nvme7n1    122258         0    15857809       85210  31698498         0   791644717    17780242       0   15484 2025-11-13 16:32:22
nvme6n1    118621         0    15716083       78536  30922963         0   791644717    31748590       0   21407 2025-11-13 16:32:22
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 16:32:27
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 16:32:27
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 16:32:27
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 16:32:27
nvme0n1       649         0       67548         803    324360         0    44802794      240721       0     160 2025-11-13 16:32:27
nvme1n1       718         0       76509         364    336021         0    44802794      107048       0      81 2025-11-13 16:32:27
nvme2n1      1456         0      266349         278    746859         0   126415606       72970       0      53 2025-11-13 16:32:27
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 16:32:27
nvme4n1    787241    195320   116518895      205022  13760783   5855914   343452948    12895995       0    4229 2025-11-13 16:32:27
nvme3n1      1483         0      273743         406    735491         0   126415606       91892       0      57 2025-11-13 16:32:27
nvme9n1    132699         0    16476902       81402  24335797         0   638145918    11912663       0   10498 2025-11-13 16:32:27
nvme8n1    129702         0    16069306      116609  24177055         0   638145918    14350756       0   12138 2025-11-13 16:32:27
nvme7n1    122258         0    15857809       85210  31698498         0   791644717    17780242       0   15484 2025-11-13 16:32:27
nvme6n1    118621         0    15716083       78536  30922963         0   791644717    31748590       0   21407 2025-11-13 16:32:27
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 16:32:32
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 16:32:32
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 16:32:32
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 16:32:32
nvme0n1       649         0       67548         803    324439         0    44806391      240836       0     160 2025-11-13 16:32:32
